feature_0,feature_1,feature_2,feature_3
-0.009930762678924898,-2.2291712171759075,-1.0487380373182842,1.7816105668301314
0.0433348879620985,-3.13421824242217,0.41245674811127175,-1.5004683798440295
2.9856154581560066,0.3704033201400654,-1.5550506260034194,-0.23306402639587265
1.3875760546276377,-1.048449710181047,-1.0085432865876582,-1.3561351123309193
1.6519893799663112,-1.641126726493141,-1.0009153554180286,0.6338767981671733
-1.1783881417277997,-0.6496745168874359,-1.5010468525196083,-2.5696117551953064
0.032789662831293365,0.37290266292222496,-1.934443435803599,-1.186671510162096
-1.5222566813561538,-2.9213523147460134,0.1270334384085583,-1.2721464261370787
0.12270566088540791,-0.07738149757413293,-1.8183360970472249,-0.029969335537826103
-0.1967753623758559,-0.7182928666147163,-0.7429958068575607,2.8536598625297356
-1.0318579939386634,-0.34794368753574,-1.7680843324877706,-0.7413585656916519
0.49005350707908557,-2.5736012748682504,0.21636183482783933,-1.1963704971421287
0.34786499767359924,-0.7275187500475175,-1.4625709838838974,0.08277161536872946
0.09218979214312006,1.2431451339324564,-2.8176568979952323,-2.8234130574510314
-0.3546977851408447,-4.269998637165275,2.3922817778928422,-1.9792059676377785
0.8722646098291156,0.905420503264436,-2.0792422216197264,0.08462751060763507
1.1816450689757756,-2.081840544772709,-0.1030248667050242,-0.21647973164559842
-1.4379494829965034,-0.016905273941991816,-2.069169866792807,0.7827712727778218
1.348146092249031,-0.8931825665408083,-0.7523097588331398,-1.1747790619631922
1.1494818176854311,0.4724462710174433,-2.3936227300337274,0.5570421911822876
0.3897954310787325,-2.1291787910511433,-0.20067775833769086,-1.4101597566982396
1.3558945570260423,-1.9093825512446303,-1.6320932255034117,-0.2586412047594151
1.4636208488932692,-0.07372447326997267,-1.5146171344972799,-1.102959439532724
0.7045167923083612,0.2943188026719814,-1.0273257391823167,1.209203373195252
0.7308427746027296,-0.4320952586870659,-0.5934762325352059,1.0241714447593664
-0.026111772750912587,-1.650402927551447,-1.1847243307228854,2.162800274350695
-0.40811697705828154,-1.0103104963100642,-0.861328291737979,-0.25993030634813963
2.8552121128014902,-0.8069863988870951,-0.9837309592112656,0.6300530867242116
-0.4259387161492938,-0.6326131565966686,-0.9052506870171765,-0.7709115233168231
0.7921217526294422,0.8668158259689192,0.8453733512337014,1.2425209041636134
-1.052881324828883,-2.7047420705121534,-0.2010959617136041,-1.930156401677229
-1.1092386224646666,0.8331234856206418,-2.7983028073846086,-0.18128106638186092
-0.8238938159833848,-3.6278722022099616,0.7274120898481473,-2.534959701304569
-0.6547513644962808,-0.11097382184462401,-2.121427166016107,-1.5127108204555726
-0.8122849411730275,-2.1554190532180533,-0.006629231860824092,-0.21341150174029022
3.339714980622918,-1.996841233264353,-0.08642192406360627,0.9132485163116209
-1.6480231929527456,-1.7555410297060452,0.2802132124118104,1.0785049744389879
0.38035863360650435,0.36906385880395365,-1.3656941114311714,0.40535014923733437
1.1863156698351507,-2.8788608073734983,-2.3126464128063455,1.7431893007702093
0.8305914055772126,-0.14600737213254855,0.7385941543920793,-0.3494771605851217
1.3782430805938866,-1.5731972135146752,-0.4129576501733472,-1.1827806119889235
-1.2077846590255348,-2.5157857502377863,-0.3628225383333913,-1.5654033426641814
1.3981064363177018,-1.3938938831952734,-1.1340730917660964,0.07869076996735824
1.402404237641746,-2.012592079875865,-1.1835435219254047,1.3238756944482426
-0.33866029689515886,-2.651465638560359,-0.03532128462676298,-1.702025451157408
-1.9744366087475251,-3.6508817477517055,1.0923943725820484,-0.7921524189975244
0.7384893181488185,-0.8488233594636437,-1.117989221430059,-0.16741907000158796
1.4357545552540323,1.0037604752607359,-2.362074579461626,-0.9341321382998964
-2.2093676534121793,0.3268075099990553,-2.826198224770721,0.13924934630529906
1.3266423245371277,-1.0513805604120348,-1.5516133226622344,0.9910796463578516
3.8162604557493554,-0.5172385674652822,-0.9953398920425442,1.1592161174667113
-2.6217394845987716,-1.208822700941127,-1.1978323996436946,-1.076699361233533
0.28604094901332267,-0.10713269780902268,0.1627938065568344,0.30676825880052294
1.263299061314345,-0.14409047144386466,-0.9871794162625629,0.439851714135471
2.9360558296375556,-0.054687845265402046,-1.432489052566166,-1.2010626835141096
0.004804857650071881,0.09881364169902707,-1.767946575909967,-1.6307194500292985
-1.569877788753438,-1.9211486869808572,0.007534183814776885,-1.2598217173183763
1.243269770872471,-0.5685407020079296,-1.1902789289395703,1.197134553950694
1.5243597312606654,-4.76617487533294,-3.202507260266947,-0.44308251034167845
-0.3480345167614022,0.30863185742548427,-2.2360638889857354,-0.08880018576116311
0.557498209063211,0.46128922652094784,-1.3814287665862306,-0.5928302343273849
2.077611956723736,-3.2884662300544503,-2.2471861305071297,1.629030316312691
1.3079113857212405,-0.6249249579206986,-1.1236179709313705,-1.154553116910347
1.5208677503146877,1.5007135953176394,-2.7771266598976805,-0.053937573871913
0.2284099388321188,1.437549512867733,1.0723411724765781,-0.09403196600099095
0.8959409810171716,-1.9600218602063135,-1.7010610823094017,1.0483762786222879
0.5931155142314622,-3.8576290717608126,1.0019375034221283,-1.2587763021149776
1.1107252439617026,-0.34360774334036537,-1.4267880020933879,-1.0261724653327926
0.5512573431391924,1.14767815452015,-0.2028978818463587,-1.7222194653808742
0.0659422229502491,-2.9500864886593083,0.9975491735743924,0.8056277325353582
0.4623994526528532,-1.3929107547178066,-0.7794844180587102,-1.887094313216711
-0.8814270283307177,-5.1702764087930495,1.6099757613698538,-2.8652939452701833
1.5026437627522982,-0.28279898320733365,-1.7302310632541276,0.32678221785439
1.9856339744653937,-4.86151292904936,-2.874298082432407,1.0418046246970911
0.25107025774431013,-2.171370672669355,-1.7849146893422307,2.767529023340482
-1.801931766804615,-0.7932262867762063,-1.7677193186776918,-1.9381246670192818
0.47630112500720945,-2.636232326320927,-1.13097107359613,-1.7837479455488996
1.256987795876165,-1.147704185538441,-1.0370327435644255,-0.08910795044412856
0.39746168266183735,-1.147671279499327,-0.9492830230589182,-1.9367900399324602
-1.1460856147356646,-1.1885730403675285,-0.6731917037177977,-3.368348857555996
1.246403204690487,0.30706721569913187,-0.5792782788777282,-0.15833331738150136
-0.6451179910452804,0.41281235727657606,-2.211065354451601,-0.8894233075970157
1.0748990190651988,-3.0871237207573166,-1.1511269516470706,0.013025985456284195
0.3983251377299999,-1.9649394509874487,-1.8899849484069249,-1.4436434022312343
1.3578447291172941,-1.1344150040160783,-1.5455435389030248,2.279660634755521
-1.1081070730064733,-1.2970315847770488,-1.0150441098688645,1.750353299628812
0.22733556093679375,-1.9839524029018603,0.03861588945708605,-2.0108107421801735
4.729762003438035,-1.1129032247035027,0.05196914160664501,-0.8444753420725628
0.4483722548840535,-1.134589191108345,-1.095453465645957,-0.8401716840411325
1.5715386613788218,0.3242104463297233,-1.8637197289416219,-0.8094134769376989
2.6049034191422433,-0.8861787137712489,-2.6016174560424408,1.2516599335511525
-2.2117175279499453,-1.9887575146691296,-0.17709915208917104,-0.14738767886630544
2.090152976601789,0.4298545879980804,-2.0371771028741916,0.7456700091319417
1.6327890094263395,-3.340230731964586,-2.7450711833270205,1.424480472652033
-2.171672263116338,-2.5437903961052433,0.38501316419667986,-2.0747047344500125
0.6392669944420564,-2.1806585724026055,0.47653285619771624,-3.0759031624000284
1.870997444449615,0.13317207943100295,-0.050354102746287044,-1.0023406939720663
-0.6555731383637518,-0.4202021341773319,-1.6982997525736825,-1.175314308942667
1.2552130406493704,-1.6104069712833522,-0.2903268455264285,-1.557208204975478
-0.28047654816477474,-1.3817137907521462,-0.7291043596435859,1.0714144927811051
-0.15225016748387765,-0.9750407444671425,-0.44455315764822323,-2.1372708434797385
